Input,Predicted,Actual
Do1 you1 know1 who2 wrote2 and2 directed2 ' The2 Avengers2 ? ',"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",' The2 Avengers2 ? ' kisne1 likhi1 aur1 direct1 ki1 hai1 aap1 jante1 hain1 kya1 ?
lol2 Frosty2 is2 a2 classic2 . But1 olaf1 is2 really2 small2 so2 Frosty2 stil2 has2 that2 title2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",lol2 Frosty2 to2 classic2 hai1 but1 olaf1 bahut1 chhota1 hai1 to2 frosty2 k2 pas1 phir1 bhi1
Is1 it2 a2 happy2 ending2 at2 least2 ?,"mujhe1 , hai1 <unk> hai1 hai1",kya1 yah1 kam1 se1 kam1 ek1 sukhad1 ant1 hai1 ?
"I2 like2 him2 , he's2 a2 good2 actor2 .","muje1 , <unk> <unk> <unk> <unk> hai1","Mujhe1 wo1 pasand1 hai1 , Wo1 ek1 achha1 actor1 hai1 ."
"So2 my2 question2 is2 , what2 character2 does2 Michael2 Stuhlbarg2 play2 in2 the2 Shape2 of2 Water2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",toh1 mera1 question1 hai1 ki1 kaun1 sa1 character2 Michael2 Stuhlbarg2 play2 karta1 hai1 Shape1 of2 Water2 mein1
"I2 don't2 much2 care2 for2 review2 sites2 , I2 would2 rather2 watch2 a2 movie2 and2 judge2 it2 myself2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","main2 saiton1 kee1 sameeksha1 karane1 ke1 lie1 bahut1 paravaah1 nahin1 karata1 , main1 ek1 philm1 dekhoonga1 aur1 ise1 khud1 jaj1 karoonga1 ."
what2 is2 the2 movie2 about2,"<unk> , hai1 hai1",tho1 yeh1 movie1 kis1 baare1 mein1 ka1 hei1
I2 agree2 with2 the2 CinemaScore2 of2 A1 +,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mein1 maantha1 hoon1 ki1 us1 cinema2 ka1 score2 A1 + hein1
the2 movie2 was2 made2 in2 2015,"mujhe1 , hai1 <unk> hai1",Movie2 2015 mein1 banee1 thee1
What2 is2 the2 kids2 name2 ?,"<unk> , hai1 hai1 hai1",Kids1 ka1 nam1 kya1 he1 ?
"Yeah1 , so2 much2 attention2 and2 popularity2 has2 kept2 it2 alive2 in2 stores2 as2 toys2 , shows2 and2 other2 items2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 yar1 , jyada1 attention1 aur2 populatity2 us2 stores2 ke2 toys2 , shows2 aur1 jyada1 items2 mein1 ab1 tak1 jinda1 rakh1 rahe1 hein1"
How2 long2 is2 the2 movie2 ?,"<unk> , hai1 hai1",Movie1 kitni1 long1 hain1 ?
He's2 probably2 just2 on2 an2 adrenaline2 high2 from2 doing2 things2 he2 isn't2 supposed2 to2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Probably2 wo2 just2 high2 adrenaline2 feel2 kar1 tha1 wo1 karke1 jo1 usko2 supposedly2 nahi1 karna1 tha1 .
I1 love2 him2 !,"<unk> , hai1 hai1",Mai1 use1 chahati1 hu1
So1 what's1 the2 storyline2 ?,"<unk> , hai1 hai1",kahaanee1 kya1 hai1 ?
Hello1 .,<unk>,"hello1 , Namaste1 ."
I2 really2 enjoyed2 the2 music2 from2 this2 film2 ! What2 was2 your2 favorite2 thing2 about2 Frozen2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",is2 film1 ka1 music2 mene2 really2 enjoy2 kiya2 ! Frozen2 ke2 bare1 me1 tumhari1 sabse1 favorite1 thing1 kya1 thi1 ?
I2 once2 toyed2 with2 the2 idea2 of2 opening2 a2 coffee2 shop2 called2 dunkin2 buckstar's2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mainne1 ek1 baar1 dankin1 bakestaar2 naamak1 ek1 kophee1 kee1 dukaan1 kholane1 ke1 vichaar1 ke1 saath1 khilavaad1 kiya1
It2 was2 really2 a2 cruel2 thing2 for2 him2 to2 do2 to1 MIke1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",yeh1 tho1 sach1 mein1 cruel2 thing2 hein1 mike1 keliye1
It2 is2 starring2 Leonardo2 Leonardo2 DiCaprio2 as2 Frank2 Abignale2 whom2 is2 a2 master2 at2 check2 fraud2 and2 Tom2 Hanks2 is2 the2 FBI2 agent2 who2 chases2 him2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","leonardo2 dicaprio2 - frank2 abignale2 se2 starr2 hota1 jo1 fraud1 karne1 pe1 master1 hein1 , aur1 tom1 hanks1 jo1 FBI2 agent2 they2 voh1 usse1 chase1 karthe1"
I2 do2 like2 how2 grand2 the2 parties2 were2 that2 Gatsby2 would2 throw2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 ye1 acha1 laga1 ki1 Gatsby2 ki2 parties1 kitni1 grandhoti1 thi1
oh1 god1 there2 are2 so2 many2 superhero2 movies2 now2 that2 i1 really2 couldnt2 tell2 you1,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","oh1 god1 yanha1 par1 ab1 bahut1 si1 superhero2 movies1 , jise1 me1 sach1 me1 nahi1 bata1 sakta1"
and2 then2 her2 wings2 are2 cut2 off2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>",and2 then2 uske1 wings1 kaat1 diye1 gaye1
Oh1 really1 !,"<unk> , hai1",really1 me1 !
You2 can2 have2 multiple2 villians2 as2 long2 as2 you2 use2 them2 correctly2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Tum1 bahut1 se1 villians2 le1 skte1 ho1 jab1 tak1 ki1 tum1 unhe1 achhe1 se1 use1 krte1 ho1
He2 then2 starts2 his2 complaints2 to2 God2 who2 ends2 up2 responding2 with2 the2 proposition2 that2 gives2 him2 his2 powers2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Wo1 iske1 baad1 God1 se2 complain1 karta1 , God1 uski1 baat1 par2 respond2 karte1 hai1 aur1 ek1 option2 dete1 hai1 jisse1 uske1 pass1 power2 aa1 jati1 hai1"
not2 little2 kids2,"mujhe1 , hai1 hai1",choti1 kids1 ke1 nahi1
It's2 been2 nice2 talking2 with2 you1 !,"mujhe1 , hai1 <unk> hai1 hai1",Apke1 sath1 bath1 karna1 achha1 laga1
i1 was2 actually2 completely2 fooled2,"haan1 , hai1 <unk> hai1",mai1 actually2 complete2 fool2 ban1 gaya1 tha1 .
hi1,hi1,hi1
indeed2 . gosling2 has2 a2 knack2 for2 them2 ! big2 fan2 of2 gangster2 squad2 myself2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",sahi1 me1 . Gosling2 accha2 hai1 usme1 . Gangster2 squad2 ka2 bhi1 fan1 hu1
"Yeah1 , I2 think2 Joss2 Whedon2 was2 a2 good2 choice2 for2 director2 also2 . His2 vision2 was2 really2 inline2 with2 the2 comics2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Haan1 , Mujhe1 lagta1 hai1 Joss2 Whedon2 director2 k1 liye1 acchi1 choice2 tha2 . Uski1 vision2 comics2 se1 milti1 hai1"
"Well2 , I2 guess2 I2 have2 to2 go2 see2 for2 myself2 . It's2 probably2 on2 TV2 somewhere2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Well2 , I2 guess1 mujhe1 khud1 hi1 dekhni1 padegi1 . Shayad1 ye1 TV1 pe1 kahin1 hogi1 ."
seemed2 like2 a2 simplistic2 popcorn2 movie2 from2 the2 previews2,"muje1 , hai1 <unk> <unk> hai1 hai1","previews2 se2 lagtha1 hein1 ki1 , yeh1 kuch1 simplistic2 popcorn2 movie2 hein1"
and2 they2 had2 to2 use2 Angelinas2 daughter2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>",aur1 unhe1 Angelina1 ki1 daughter2 use2 karni1 padi1 .
Ships2 keep2 coming2 in2 to2 rescue2 them2 but2 the2 lines2 are2 ridiculous2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Unko2 rescue1 karne1 ship1 aati1 rahti1 hai1 but2 lines2 ridiculous2 hai2
"yeah1 the2 robots2 don't2 change2 the2 human2 life2 , they2 just2 augment2 it2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","HAAN1 , ROBOTS1 THO1 HUMAN1 LIFE1 KO1 NAHI1 CHANGE1 KARTE1 , YEH1 SIRF1 AUGMENT1 HI1 HEY1"
"Maybe2 his2 spoiled2 background2 is2 why2 he2 cheated2 in2 the2 competition2 , because2 he2 didn't2 really2 realize2 the2 consequences2 of2 his2 actions2 , just2 did2 what2 he2 thought2 was2 right2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","MAYBE1 YEH1 USKA1 SPOILED2 BACKGROUND1 KE1 VAJE1 BHI1 HO1 SAKTHA1 , JO1 COMPETITION1 KE1 LIYE1 CHEAT1 KIYA1 HEIN1 .. KYONKI1 VOH1 ACTIONS1 KE1 CONSEQUENCES1 KO1 REALIZE1 HI1 NAHI1 HOTA1 ,"
it's2 one2 of2 those2 movies2 you2 can2 just2 pick2 up2 and2 watch2 any2 time2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","yeh1 in2 movies2 mein1 yek1 hein1 , aap1 abhi1 hi1 pick2 up1 karo1 aur1 kabhi1 bhi1 watch1 kar1 sakthe1 hein1"
but2 i1 did2 watch2 the2 hateful2 8,"mujhe1 , <unk> <unk> <unk> hai1",but2 maine2 hateful2 8 dekhi1 thi1
intresting2 ...,<unk>,intresting2
so2 is1 it2 like2 a2 marvle2 movie2,"muje1 , hai1 <unk> hai1 hai1",to1 wo1 marvle2 movie2 hai1
"Indeed2 , plus2 it2 was2 the2 first2 time2 ever2 that2 a2 female2 director2 directed2 a2 comic2 book2 superhero2 movie2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Indeed2 , saath1 main1 pahli1 baar1 koi1 female2 director2 directed2 a2 comic2 book2 superhero2 movie2 ."
do1 they2 end2 up2 together2 ?,"muje1 , hai1 <unk> hai1",kya1 wo1 ant1 me1 sath1 me1 aa1 jate1 hai1 ?
I2 agree2 . I1 love2 that2 she's2 promoting2 acceptance2 and2 tolerance2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Me1 sehmat1 hu1 . i1 love1 that2 wo2 acceptance2 and2 tolerance2 promot2 karti1 he1
I2 think2 it2 sounds2 like2 an2 amazing2 movie2 . I1 love2 superheroes2 . I2 think2 some2 of2 the2 critics2 are2 too1 harsh2 . It2 was2 a2 good2 plot2 line2 . I2 am2 familiar2 with2 Ben2 Affleck2 but2 none2 of2 the2 others2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mujhe1 lagta1 hai1 ki1 yeh1 ek1 bahut1 achhi1 movie1 hai1 . Mujhe1 superheroes2 bahut1 pasand1 hai1 . Yeh1 achhi1 plot2 line2 thi1 . Main1 Ban2 Affleck2 ke1 baare1 mein1 jaanta1 huin1 but1 bake1 kisi1 ke1 baare1 mein1 nhi1 .
"S1 APART1 FROM1 THIS2 Jenkins's2 role2 as2 director2 makes2 her2 the2 first2 female2 director2 of2 a2 live-action2 , theatrically2 released2 comic2 book2 superhero2 film2 .","muje1 , hai1 <unk> <unk> <unk> hai1 hai1",Iske1 alawa1 Jenkin2 ka2 role2 as2 a2 director2 use1 pahli1 women2 director2 bana1 deta1 hai1 kisi1 bhi1 live-action2 theatrically2 released2 comic2 book2 superhero2 film1 ka1
"Much2 like2 Titanic2 , critics2 called2 it2 a2 masterpiece2 . Good2 day2 !","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","titanic2 bahut1 pasand1 hai1 , aalochak1 ne1 isko1 master2 piece2 kaha1 hai1 . aapka1 di1 shubh1 ho1"
"Oh1 , its1 ok1 . Im2 not2 blind2 . However2 after2 looking2 at2 Keira2 Knightley2 for2 2 hours2 i2 might2 be2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Arey1 teek1 hai1 . Hum1 andha1 nahi1 hai1 . Lekin1 do1 ghante1 tak1 hum1 Keira2 Knightly2 ko1 dekhne1 ke1 badh1 , ho1 sakta1 hai1"
You2 think2 ?,"<unk> , hai1",aapko1 patha1 hein1 ?
"Michael2 Stuhlbarg2 plays2 Dimitri2 mosenkov2 , a2 soviet2 spy2 working2 as2 a2 scientist2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Michael2 Stuhlbarg2 play2 karta1 hai1 Dimitri2 mosenkov2 ka1 jo1 ek2 soviet2 spy2 hai1 joh1 ek1 scientist1 hai1
"I2 didn't2 really2 get2 that2 part2 , but2 who2 can2 understand2 the2 gays2 ?","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mujhe1 vaastav1 mein1 vah1 hissa1 nahin1 mila1 , lekin1 samalaingikon1 ko1 kaun1 samajh1 sakata1 hai1 ?"
maybe2 though2,<unk>,shayad1 ho1
"Yeah1 , very2 briefly2","haan1 , hai1 hai1","Haan1 , thodi1 derr1 ke1 liye1"
Yeah2 it's2 more2 of2 a2 kids2 ' movie2,"muje1 , hai1 <unk> hai1 hai1 hai1","ha1 , ee1 tho1 baccho1 ka1 movie1 hi1"
"Me1 too1 , I1 love1 the2 artwork2 and2 time2 that2 goes2 into2 animation2 and2 C2 . G2 . movies2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mein1 bhi1 , muje1 voh1 artwork2 aur2 uska1 timing1 animation2 aur2 CG2 work2 ka2 movies2 bahut1 pasand1 hein1"
Definitely2 see2 it2 if2 you2 get2 a2 chance2 .,"muje1 , hai1 <unk> <unk> hai1 hai1",jarur1 dekh1 na1 agar1 aapko1 chance1 mila1 toh1
What2 do2 you2 think2 was2 the2 nest2 part2 of2 the2 movie2 ?,"muje1 , hai1 <unk> ki1 <unk> hai1 hai1 hai1 .",Tumhe1 kya1 lagta1 hai1 ki1 movie1 ka1 next2 part2 kya1 tha1 ?
Okay1 . Does2 Bruce2 want2 to2 seek2 revenge2 for2 the2 death2 of2 his2 parents2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",okey1 . kya1 kya1 apne1 parents2 ki2 death1 ka1 Bruce2 revenge2 lena1 chahta1 he1 ?
and2 what2 happens2 if2 the2 die2 in2 the2 dream2 ? what2 are2 the2 consequences2 of2 this2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",kya1 hoga1 agar1 woh1 swapn1 me1 mar1 jaathe1 hai1 tho1 ? uska1 natheeja1 kya1 hoga1
Lets1 see2 now2 .,"<unk> , hai1",dekhte1 hain1 now1
Is2 anyone2 there2 ?,"<unk> , hai1 hai1",Kya1 waha1 koi1 hai1 ?
"When2 I2 heard2 they2 were2 making2 another2 Monsters2 Inc2 movie2 I2 expected2 a2 sequel2 , not2 a2 prequel2 . But1 I2 ended2 up2 loving2 it1 ! Did1 you1 see2 it2 in2 theatres2 ?","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",jab1 maine1 sunna1 k1 vo1 ik1 aur1 monsters2 inc2 move2 bana1 rahe1 hai1 mainse1 uska1 agla1 hissa1 samja1 jab1 ki1 vi1 usse1 peche1 ki1 kahani1 hai1 . par1 muje1 acha1 lagga1 . kya1 tumne1 theater1 main1 dekhi1 thi1 .
Jinx2 . :)2,"<unk> , hai1",JINX2 .:
haha1,<unk>,ha1 ha1
It's2 so2 realistic2 and2 it2 could2 happen2 .,"muje1 , hai1 <unk> <unk> <unk> hai1 .",yah1 bahut1 yathaarthavaadee1 hai1 aur1 aisa1 ho1 sakata1 hai1 .
yes1,<unk>,han1
Looks2 like2 monster2 Hunter2 has2 something2 like2 fraternity2 or2 sorority2 games2 called2 scary2 games2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",lagta1 hai1 monster2 Hunter2 mein1 kuch1 raternity2 or2 sorority2 games2 scary2 games2 ke1 jaisa1 hai1
awesome1,<unk>,awesome1
Are1 you2 capable2 of2 any2 response2 whatsoever2 ?,"muje1 , hai1 <unk> hai1 hai1",kuch1 reponse1 dene1 ke1 liye1 voh1 capable2 hein1 kya1 ?
Wow1 . T2 hats2 bad2 .,"mujhe1 , hai1 <unk> hai1",WOW1 WOH1 ACHHA1 NAHIN1
I2 don't2 have2 kids2,"mujhe1 , hai1 hai1",mere1 kho1 bacha1 nahi1 hi1
not2 little2 kids2,"mujhe1 , hai1 hai1",Chhote1 bacche1 nahi1 he1
I2 also2 think2 Ruffalo2 is2 a2 great2 Hulk2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk>",MAIN1 BHI1 YE1 SOCH1 RAHA1 KI1 MARK1 RUFFALO1 BADIA1 HAI1 HULK1 KE1 LIYA1 .
What2 do2 you2 think2 of2 her2 ?,"muje1 , hai1 <unk> hai1 hai1",uske1 baare1 me1 aapki1 kya1 thinking2 hai1 ?
He's2 a2 decent2 actor2 .,"<unk> , hai1 hai1",wo1 thik1 actor1 hai1
Agreed2 . I2 really2 liked2 the2 scene2 where2 Sebastian2 improvs2 jazz2 music2 when2 he2 is2 supposed2 to2 be2 playing2 Christmas2 music2 only2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Han1 , meine1 mana1 . Mujhe1 wah1 scene1 bohat1 achha1 laga1 jahan1 Sebastian2 jazz2 music2 improv2 karta1 hai1 jabki1 usko1 sirf1 Christmas2 music2 play1 karna1 chahiye1 ."
So1 very2 true2 . I2 just2 like2 the2 digital2 look2 of2 the2 fairytale2 setting2 that2 plays2 off2 the2 original2 animated2 scenery2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Bilkul1 sahi1 . Mujhe1 fairytale1 setting1 ka1 digital2 look2 pasand1 hai1 jo1 original2 animated2 scenery2 dikhata1 hai1 .
I'm2 going2 to2 WDW2 in2 the2 fall2 so2 I'm2 excited2 to2 see2 how2 the2 park2 is2 . Have2 you2 ever2 been2 ? Or1 to2 Disneyland2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",MAin1 fall2 season1 mein2 WDW2 jaa1 raha1 hoon1 isliye1 excited1 hoon1 park1 dekhne1 ke1 liye1 . Kya1 tum1 kbhi1 gaye1 ho1 ? Ya1 Disneyland1 gaye1 ho1 ?
you2 too1,<unk>,aap1 bhee1
but2 the2 problem2 i2 have2 with2 these2 movies2 .. they2 usually2 potray2 things2 that2 are2 from2 someone's2 imagination2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",lekin1 in2 movies2 se1 mujhe1 ye1 problem1 hai1 ... ki1 ye1 usually2 kisi1 ke1 imagination2 ko1 potray1 karte1 hain1
great2 selection2 of2 vehicles2 for2 the2 movie2,"muje1 , hai1 <unk> hai1 hai1",movie2 me2 vehicles2 ka2 badhiya1 selection1 tha1 .
why2 there2 are2 critics2 always2 criticizing2,"mujhe1 , <unk> <unk> <unk> hai1",Critics2 harbar2 kyu2 criticizing2 karte2 he1
One2 can2 only2 hope2 .,"mujhe1 , hai1 hai1",yek1 tho1 jarur1 hope1 rahega1
bye1,hi1,aalvida1
I1 see1 . So2 how2 does2 he2 escape2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",I1 see1 . To1 wo1 bhagta1 kaise1 hai1 ?
I2 like2 but2 not2 just2 because2 of2 the2 violence2 . It2 has2 to2 be2 some2 purpose2 . But2 in2 this2 case2 I2 am2 more2 concerned2 about2 the2 kids2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 pasand1 hein1 lekin1 violence2 hi2 nahi1 .. kuch1 purpose2 bhi1 rehna1 chahiye1 .. tho1 mein1 kids1 ke1 liye1 tho1 jyada1 concerned1 hoon1
Where2 does2 the2 movie2 take2 place2 ?,"muje1 , hai1 hai1 hai1",Yeh1 movie1 kahan1 pe1 lee1 gayi1 hai1 .
Good1 bye1,<unk>,acha1 bye1
so2 are2 we2 ready2 to2 talk2 about2 this2 movie2 ?,"muje1 , hai1 <unk> hai1 <unk> hai1 hai1 .",to1 kya1 ham1 iss1 movie1 ke1 baare1 mein1 baat1 karane1 kelie1 taiyaar1 hain1 ?
I2 really2 liked2 Alex2,"haan1 , hai1 hai1",Mujhe1 Alex2 bahut1 accha1 laga1
"I2 was2 surprised2 when2 the2 real2 Ra's2 al2 Ghul2 showed2 himself2 , too2 . The2 League2 of2 Shadows2 doesn't2 die2 easily2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",main1 bhi1 surprised2 tha2 jab1 asli1 Ra's2 al2 Ghul1 ne1 khud1 ko1 dikhaya1 . League2 of2 Shadows2 asaani2 se1 nahi1 marta1
How2 about2 you2 ?,"<unk> , hai1 hai1",Aur1 tumhe1 ?
kind2 of2,"<unk> , hai1",way2 se1 hi1
I2 guess2 you2 have2 to2 watch2 dunkirk2 than2 darkest2 hour2 .,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1",Mujhe1 lagata1 hai1 ki1 aapako1 darkest2 hour2 kee1 tulana1 mein2 dunkirk2 dekhana1 hoga1 .
hey1 !,hi1,hey1
That's2 great2 ! I2 love2 musicals2 . Are1 there2 any2 big2 name2 actors2 in2 the2 movie2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Bahut1 badiya1 ! Mujhe1 music2 wali1 achhi1 lagti1 hai1 . Kya1 iss1 movie2 mein1 koi1 bade1 actors2 ke1 naam1 bhi1 hai1 ?
hello1,hello1,hello1
good2,<unk>,Achcha1 .
Youre1 welcome1 haha1 .,"<unk> , hai1",AAPKA1 SWAAGATH1 HAI1 HAHA1
Is1 the2 movie2 any2 good2 ?,"muje1 , hai1 hai1 hai1",kya1 philm1 koee1 achchhee1 hai1 ?
They2 finally2 do2 at2 the2 end2 . They2 harpoon2 it2 while2 on2 the2 Orca2 but2 it2 get's2 away2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",ve1 ant1 mein1 karate1 hain1 . ve1 orka1 par1 rahate1 hue1 ise1 pareshaan1 karate1 hain1 lekin1 yah1 door1 ho1 jaata1 hai1 .
Good1 bye1,<unk>,Alvida1
Lets2 talk2 about2 a2 movie2 from2 Steven2 Spielberg2 . : D2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Chalo1 movie1 ki1 baat1 krte1 he2 steven2 Spielberg2 ki1 . : D1
"Yes1 , I1 love2 Leonardo2 Dicaprio2 . He's2 a2 great2 actor2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 , muje1 leonardo2 dicaprio2 pasand1 hein1 .. badiya1 actor1 hein1"
Have2 you2 seen2 the2 original2 ?,"<unk> , hai1 hai1 hai1",kya1 tumne1 original1 dekhi1 hai1 ?
That2 was2 a2 while2 back2 .,"haan1 , hai1 hai1",ye1 to1 thode1 while1 pehle1 tha1
No1 not2 gaslight2,"<unk> , hai1",na2 gaslight2 nahi1
:)2,<unk>,acha1
I2 haven't2 watched2 it2,"<unk> , hai1",mein1 nahi1 dekha1
Hello1 ?,<unk> <unk>,hello1
"Now2 that2 you2 mention2 it1 , I2 remember2 seeing2 the2 trailer2 for2 this2 and2 really2 wanting2 to2 see2 it2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 aap1 mention1 kiya1 , ah1 muje1 yaad1 aatha1 us2 trailer2 ko1"
What2 role2 did2 Robert2 Downey2 Jr2 play2 ?,"muje1 , hai1 <unk> hai1 hai1",Robert2 Downey2 Jr2 . kaunsa1 role2 play2 kar1 raha1 hai1 ?
yes2 disney2 has2 mostly2 lost2 me2 on2 their2 movies2,"muje1 , hai1 <unk> <unk> <unk> hai1 <unk> hai1","HAAN1 , DISNEY1 THO1 KAAFI1 ACHE1 MOVIE1 BANATHE1 HEIN1"
Does2 Kevin2 reunite2 with2 his2 family2 eventually2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",Kya1 Kevin2 eventually2 apni1 family2 se2 reunite2 hua1 ?
Can2 we2 talk2 about2 other2 movies2 or2 just2 this2 one2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 hai1 .",kya1 hum1 isse1 movie1 ke1 bare1 mai1 charcha1 ker1 sakte1 hai1 ?
