Input,Predicted,Actual
"muje1 james1 rhodes2 ke1 baare1 mein1 kuch1 patha1 nahi1 ., kon1 hein1 voh1 , aur1 uska1 general2 scheme2 kya1 hein1 ?","i2 , , it2 the2 , <unk> , , the2 . the2 . . . <unk> . . .","I2 don't2 know2 James2 Rhodes2 . Who2 is1 he1 , in2 the2 general2 scheme2 of2 things2 ?"
jab1 little2 aliens1 aaye1,"i2 , . . .",but2 that's2 when2 the2 little2 aliens2 came2 in2
MUJE1 LAGTHA1 KI1 DONO1 AGREE1 KARENGE1,"i2 , . .",i2 think2 that2 we2 both2 agree2 on2 that2 ?
kya1 yah1 dhyaan1 dene1 yogy1 hai1,"the2 , .",is2 it2 attention2 grapping2
bahut1 yar1 .. sorkin1 aur1 fincher2 tho1 apni1 aching2 sadness2 ko1 tho1 badiya1 scathing2 kare1 .. aapko1 patha1 hein1 ? i2 guess1 ki1 sabhi1 aise1 hi1 sochthe1 honge1 ..,"i2 , , it2 the2 , , , , , the2 , . the2 . . <unk> . . . . . . . <unk> . . . .","Yeah1 , a2 lot2 . Sorkin2 and2 Fincher2 sure2 laced2 their2 scathing2 wit2 with2 an2 aching2 sadness2 , you2 know1 ? I2 guess2 everybody2 says2 that2 , though2 ."
Anna2 ? Mein1 toh1 Kristen1 Bell1 ka1 fan1 hoon1,"the2 , is2 the2 of2 the2 .",Anna2 . I'm2 a2 fan2 of2 Kristen2 Bell's2 other2 work2 as2 well2 .
mujhe1 sure1 nahi1 ki1 mujhe1 ye1 disclose1 karne1 ki1 liberty2 hai1 lol1 ?,"i2 , , the2 , the2 . . . . . .",I2 am1 not2 sure2 I2 at2 liberty2 to2 disclose2 that2 lol1 ?
kya1 tum1 movie2 recommendation2 pasand1 karte1 ho1 ?,what2 you2 the2 the2 movie2,Would2 you2 like2 a2 movie2 recommendation2 ?
"Yeah1 , uske1 aur1 anna1 ke1 bich1 movie2 se1 pehle1 kuch1 hua1","i2 , , it2 the2 , . . . . . .","Yeah2 , something2 was2 up2 when2 they2 fell2 for2 each2 other2 early2 in2 the2 movie2 between2 him2 and2 Anna2"
"Bahut1 badiya1 . nahi1 , mujhe1 chance1 nahi1 mila1 , kya1 ye1 good1 hua1 ?","i2 , , it2 the2 , <unk> , . <unk> . .","Awesome2 . No1 , I2 have2 not2 had2 the2 chance2 , is2 it2 good2 ?"
Oh1 ! To1 Batman2 Superman1 ko1 Lex2 Luthor2 k2 paas1 leke1 jata1 hai1,"i2 , , it2 the2 , . . . . . .",Oh1 ! So1 Batman2 is2 supposed2 to2 bring2 Superman2 to2 Lex2 Luthor2 ?
haa1 mei1 kiya1,"i2 , .",I2 did2
Jonathan2 Gross2 ka2 Kristoff1 ka2 character2 mera2 favorite1 hai1 .,"it2 , is2 the2 of2 the2 . .",Jonathan2 Gross2 as2 Kristoff2 was2 my2 favorite2 character2 .
mukhy1 roop1 se1 gaayan1 lekin1 jab1 se1 kahaanee1 ek1 yaatra1 ke1 baare1 mein1 hai1 .,"i2 , , it2 the2 , . . . . . . .",mainly2 the2 singing2 but2 also2 since2 the2 story2 is2 about2 a2 journey2 .
AAPKA1 KYA1 KHAYAL1 HEIN1 ?,"the2 , a2",What2 about2 you2 ?
"Nope1 , par1 me1 chahta1 hun1 . Ye1 bada1 interesting2 hoga1 un1 movies2 se2 connect2 hai1 jo1 maine1 watch1 ki1 hai1","i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . . .",Nope1 . But1 i1 want1 to2 . It2 seems2 very2 interesting2 and2 connects2 to2 most2 movies2 i1 have2 watched2
ha1 me1 rotten2 tomatoos2 pe1 dekhta1 rehata1 hu1 idhar1 udhar1,"i2 , , it2 the2 . . . . .",Eh1 I1 do2 take2 looks2 at2 Rotten2 Tomatoes2 here2 and2 there2
muje1 bhi1 yeh1 pasand1 hai1 ki1 nick2 fury2 ne2 council2 ke1 sath1 apna1 ground2 bta1 diya1 sirk1 yeh1 ek1,"i2 , it2 the2 the2 , , , , , the2 the2 . . . . . . . .",I2 also2 like2 the2 way2 Nick2 Fury2 stood2 his2 ground2 with2 the2 Council2 . Just2 this2 one2 .
"To1 , jab1 wo1 Scare2 Games2 mein2 enter1 karte1 hain1 , unme1 se1 ek1 cheat1 karta1 hai1 , to1 wo2 disqualify2 ho2 jate1 hain1 . Sully2 tha1 jisne1 cheat1 kiya1","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . . . . .","So2 , when2 they2 enter2 the2 Scare2 Games2 , one2 of2 them2 cheated2 , so2 they2 get2 disqualified2 . Sulley2 was2 the2 one2 who2 cheated2 ."
thik1 hai1,i2 .,Ok1 .
"yes1 , me1 Despicable2 hu1 . ye1 ek1 animated2 movie2 he1 jo1 few2 year2 ago2 ayi1 thi1","i2 , , it2 the2 , . , , the2 . . . . . .","yes2 , Despicable2 me2 . It's2 an2 animated2 movie2 that2 came2 out2 a2 few2 yers2 ago2"
sachchi1,bruce2 .,TRUEEEEEE1
"tum1 dekh1 sakte1 ho1 har1 koi1 kuch1 bhi1 karra1 hai1 , chup1 raha1 hai1 , soch1 raha1 hai1 bahar1 nikalne1 k1 tareeke1","it2 , , it2 the2 , <unk> , . the2 . the2 . . <unk> . .","you2 can2 see1 just2 about2 everyone2 does2 anything2 , hiding2 , figuring2 ways2 to2 get2 out2"
Han1 mujhe1 inn1 cahracters2 ke1 baare1 mein1 pta1 hai1 but1 kuch1 actors2 ke1 baare1 mein1 maine1 kabhi1 sunna1 nhi1,"i2 , , it2 the2 , . , , the2 , . . . . . . .",Yes1 i1 am2 familar2 with2 the2 characters2 but2 some2 of2 the2 actors2 i2 have2 never2 heard2 of2
LOL1 ! Mein1 second2 movie2 ke1 release2 wait1 nahi1 kar1 sakti1,"it2 , , it2 the2 <unk> . .",LOL1 ! I2 Cant1 wait2 for2 the2 second2 movie2 of2 Frozen2 to2 release2
Allie2 ka1 mummy1 thoda1 rude1 thi1,"i2 , . it2 .",Allie's2 mom2 seems2 rude2
dekho1 tumne1 ohhh1 bola1 par1 movie1 par1 kuch1 add1 nahi1 kiya1 .. tumne1 apna1 response2 waste1 kiya1 lol1 i1 hope1 ham1 fir1 bhi1 pay1 ho1 ; lollol1 side2 note2 ki2 mcallister2 family2 apni1 wake1 up2 call2 miss1 kar1 gaye1 kyunki1 power1 chali1 gayi1 maine1 movie2 mein1 ye1 dhyan1 nahi1 diya1,"i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . . . . . . . . , . , . , . , . , . , . <unk> . . . . .",see1 u2 said1 ohhh1 but1 u2 didnt2 add2 something2 about2 the2 movie2 .. u2 wasnted2 your2 response2 lol2 i1 hope2 we2 still2 get2 paid2 ; lollol2 side2 note2 the2 mcallister2 family2 missed2 their2 wake2 up2 call2 bc1 th2 epower2 went2 out2 i2 never2 caught2 that2 in2 the2 movie2 .
Uska1 naam1 toothless2 hai1 kyonki1 uske1 teeth2 retractable2 hai1,"i2 , , it2 the2 <unk> . .",His2 name2 is2 toothless2 for2 his2 retractable2 teeth2 .
great2 sound2 karti1 he1 .,"i2 , .",Sounds2 great2 .
Oh1 so1 aap1 yah1 kah1 rahe1 ho1 ki1 kuch2 critics2 ne1 bhi1 ise1 pasand1 nahi1 kiya1 ?,"it2 , is2 the2 a2 , <unk> the2 , <unk> the2 .",Oh1 so1 are2 you2 saying2 some2 critics2 didn't2 like2 it2 ?
movie1 kitanee1 lambee1 hai1,"i2 , .",how2 long2 is2 the2 movie2
haan1 aur1 voh1 world1 ko2 travels2 karne1 laga1,"i2 , . the2 the2 . . . .",yes1 and2 he2 goes2 and2 travels2 the2 world2
Maine1 better2 score2 wali2 movies1 dekhta1 huin1,"i2 , . the2 . .",i2 watched2 movies2 with2 better2 score2
"ha1 , ye1 neeche1 chota1 reviews2 hi2 na1 , vo1 tho1 thoda1 sochne1 ka1 hi1 .","i2 , , it2 the2 , . , . the2 . . . . .",Yes2 the2 short2 reviews2 at2 the2 bottom2 suggest2 it2 is2 thought2 provoking2 .
mujhe1 unamen1 myoozikal2 nambar1 vaale1 sabhee1 seen1 pasand1 hain1 .,"i2 , . the2 . . . . .",I2 like2 all2 the2 scenes2 with2 musical2 numbers2 in2 them2 .
Haan1 ! mujhe1 bahut1 pasand1 aya1 .,"i2 , . it2 . . .",Yeah1 ! I1 loved2 it2
Greek2 mythology2 ka2 bahut1 accha1 use1 kiya1 standard2 superhero2 formula1 ke1 saath1 .,"i2 , , it2 the2 , . . . .",The2 Greek2 mythology2 was2 a2 nice2 touch2 to2 the2 standard2 superhero2 formula2
MUJHE1 NAHI1 PATHA1 . MERE1 PAAS1 IS1 MOVIE1 KE1 NAAM1 KE1 BAREKUCH1 PATHR1 NAHIN1 HAIN1 . MOVIE1 KA1 NAAM1 KYA1 HAIN1 ?,"i2 , , it2 a2 , <unk> , . the2 . . . . . <unk> . .",I2 don't2 know1 . I2 don't2 have2 the2 document2 with2 the2 movies2 name2 . What2 is2 the2 movie's2 title2 ?
"critics2 ne1 bhi1 use1 advice2 kiya1 , ussed2 literary2 agenda2 ko1 side1 rakhar1 , us1 movie1 ka1 best2 enjoy2 karo1","i2 , , it2 the2 , , , , the2 , . the2 . . . . . .",The2 critics2 also2 advise2 to2 put2 aside2 any2 literary2 agenda2 to2 best2 enjoy2 the2 movie2 .
MY1 SEHMAT1 HOON1 . KYA1 AAP1 ACTION1 MOVIE1 PASAND1 KARTHE1 HO1 ?,"it2 , is2 the2 a2 , <unk> . .",I2 agree2 do2 you2 like2 action2 movies2 ?
stefan2 aurora2 ka1 father1 hai1,"i2 , .",stefan2 is2 auroras2 father2
movie1 ka1 name1 kya1 hai1,"the2 , a2 the2",What2 is2 the2 name2 of2 the2 movie2
BEHTHAR1,bruce2 .,THAT1 NICE1
ye1 kis1 baare1 mein1 hai1,the2 is2,what2 is2 it2 about2
Oh1 sweet1 . Yeh1 hamesha1 accha1 lagta1 hai1 jab1 kids1 ke1 liye1 kuch1 watch1 karne1 ko1 ho1 hamaare1 saath1 jo1 koi1 lame2 cartoon2 nahin1 hai1 ! So1 kya1 use1 naya1 family1 miljata1 hai1 ? Kya1 yahi1 main2 plot2 hai1 ?,"it2 , is2 the2 a2 , <unk> , <unk> the2 . the2 . . <unk> . . . . . . . . . . . . <unk> . <unk> ? ?",Oh1 sweet1 . It's2 always2 nice2 to2 find2 something2 the2 kids2 can2 watch2 with2 us2 that2 isn't2 some2 lame2 cartoon2 ! So2 he2 gets2 a2 new2 family2 ? Is2 that2 kind2 of2 the2 main2 plot2 ?
unhonne1 nahin1 kiya1 .,"i2 , .",they2 did2 not2
yeh1 kis1 baare1 mein1 hai1 ?,what2 you2 the2 ?,What's2 it2 about2 ?
"You1 know1 , kabhi1 kabhi1 critics2 log2 sahi1 rahte1 hai1 kabhi1 hame1 khud1 se1 judge1 karna1 padta1 hai1 .","i2 , it2 the2 the2 , , , , the2 , the2 . . . . . . . .","You1 know2 , sometimes2 the2 critics2 get2 it2 right2 and2 other2 times2 we2 just2 gotta2 judge2 for2 ourselves2 !"
Yeh1 acche1 sanket1 nahin1 hai1 for2 the2 relationship2 .,"i2 , , it2 the2 . . . . .",That2 doesn't2 bode2 well2 for2 the2 relationship2 .
LEKIN1 METACRITIC1 NE1 KAAFI1 LOW1 DIYA1 56/100,"i2 , . the2 . .",but2 metacritic2 is2 kinda2 low2 at2 56/100
Mujhe1 khushee1 hai1 ki1 Allie2 Noah2 ke1 saath1 samaapt1 hota1 hai1,"i2 , , it2 the2 . . . . .",I'm2 glad2 Allie2 ends2 up2 with2 Noah2
"mujhe1 pata1 hai1 , mujhe1 nahin1 lagata1 hai1 ki1 ya1 to1 yah1 us1 samay1 mein1 sabase1 achchha1 tha1 aur1 aaj1 bhee1 hai1 , meree1 raay1 mein1","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . <unk> . . . . . . . .","I1 know1 , I2 don't2 get2 that2 either2 since2 it2 was2 the2 best2 in2 it's2 time2 and2 still2 is2 today2 , in2 my2 opinion2 ."
virtual2 reality2 ka1 yaad1 aaya1,"i2 , . .",kinda2 reminds2 me2 of2 virtual2 reality2
main1 sure1 nahi1 hu1 is2 style2 k1 liye1 koi1 iss1 movie2 se2 better1 kar1 sakta1 hai1 .,"i2 , it2 the2 the2 , , , the2 the2 . . . . . . . .",not2 sure2 you2 could2 do2 a2 movie2 better2 than2 this2 one2 for2 this2 style2
"Mujhe1 nhi1 pta1 kyu1 , but1 usne1 mujhe1 saalon1 se1 pareshaan1 kiya1 hai1 . Main1 apni1 finger1 iss1 par1 nhi1 daal1 sakta1 ki1 yeh1 kya1 hai1 , sach1 mein1 main1 use1 bahut1 pasand1 nhi1 karta1 .","i2 , it2 the2 the2 , . , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . . . . .","I2 don't2 know1 why1 , but2 she2 has2 annoyed2 me2 through2 the2 years2 too2 . I2 can't2 quite2 put2 my2 finger2 on2 what2 it2 is2 , I1 just2 don't2 really2 like2 her2 very2 much2 ."
Film1 mein1 kuch1 roosee1 dakait1 the2 .,"i2 , . the2 . .",There2 were2 some2 Russian2 mobsters2 in2 the2 movie2 .
ha1 ha1,i2 .,haha1
affleck2 > bale2,i2 .,affleck2 > bale2
muje1 nahi1 lagtha1 ki1 uske1 bina1 koi1 log1 jee1 nahi1 sakthe1 .,"i2 , it2 the2 the2 , . the2 . . . . .",I2 don't2 think2 most2 people2 could2 live2 without2 it2 at2 this2 point2 in2 time2 .
haan1,i2 .,yeah2 probably2 .
Mujhe1 lagata1 hai1 ki1 apne1 se1 decide2 karna1 sabse1 achchha1 hai1,"i2 , , it2 the2 , . . . . . .",I2 think2 it2 is2 best2 to2 decide2 for2 yourself2
"Haan1 , lekin1 meree1 raay1 mein1","i2 , . the2 . . .","yeap1 , but2 in2 my2 opinion2"
YAHA1 BHI1,i2 .,same2 for2 me1
Han2 but2 ye1 ek1 logical2 story2 nhi1 thi1,"i2 , , it2 the2 . . . .",yeah1 but2 it2 was2 not2 a2 logical2 story2
"mein1 bhi1 kahi1 saal1 ke1 peheli1 dekha1 hoon1 , kuch1 kuch1 tho1 yaad1 hein1 kyon1 ki1 sabhi1 dark2 knight2 movies2 aise1 hi1 aathe1 hein1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . <unk> . . . . . . .","It2 was2 a2 long2 time2 ago2 for2 me1 too1 , but2 I2 remember2 because2 all2 the2 dark2 knight2 movies2 came2 out2 afterwards2"
chest2 thumping2 scene2 tho1 mera1 favorite2 part2 hein2 is2 movie2 mein1,"i2 , , it2 the2 , . . . .",The2 chest2 thumping2 scene2 might2 be2 my2 favorite2 part2 of2 the2 movie2
Movie1 ka1 name1 kya1 hai1 ?,"what2 , a2 the2",what's2 the2 name2 of2 the2 movie2 ?
"mein1 understand2 kartha1 hoon1 , lekin1 ratings1 tho1 just2 glancing2 hein1 , tho1 aap1 prequel2 ka1 dekhne1 ka1 effort2 karenge1 ? ya1 score2 ka2 discourage2 aap1 is2 film1 nahi1 dekhenge1 ?","i2 , , it2 a2 , <unk> , . the2 . . . . . . . . . . . . . . . <unk> . .","I2 understand2 . Just2 by2 glancing2 at2 the2 ratings2 , do2 you2 think2 you'd2 make2 an2 effort2 to2 go2 see2 the2 prequel2 ? Or1 would2 the2 score2 discourage2 you2 from2 seeing2 the2 film2 ?"
Time2 fly2 ho1 jata1 hai1 . haha1,"i2 , . it2 .",Time2 flies2 . Haha1 .
"Ohh1 haan1 , chand1 , jangal1 . Mujhe1 yaad1 hai1","i2 , , it2 the2 . . . . .","Oh1 yeah1 , the2 Moors2 , that2 forest2 . I2 remember2 that2"
khair1 choonki1 yah1 bahut1 naya1 hai1 isalie1 unhonne1 abhee1 tak1 ek1 nahin1 banaaya1 hai1 . lekin1 jab1 se1 yah1 is1 tarah1 ke1 mahaan1 sameekshaen1 tha1 mujhe1 yakeen1 hai1 ki1 ve1 karenge1 ! main1,"i2 , , it2 the2 , , , , , the2 , . the2 . . . . . . . . . . . . . . . .",Well2 since2 it's2 so2 new2 they2 may2 have2 not2 made2 one2 yet2 . But2 since2 it2 had2 such2 great2 reviews2 I'm2 sure2 they2 will2 ! I1
LOL2 ! Main2 Frozen2 kee1 doosri1 Film1 ke1 release2 hone1 ka1 intajaar1 kar1 nahin1 paa1 raha1 hoon1 .,"i2 , , it2 the2 , . . . the2 . . . .",LOL1 ! I2 Cant1 wait2 for2 the2 second2 movie2 of2 Frozen2 to2 release2
"mein1 zukerberg2 ka1 fan1 nahi1 hoon1 , lekin1 movie1 tho1 badiya1 nikla1 .. muje1 uska1 yaad1 kuch1 nahi1 aatha1","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . . . . .","Im2 not2 a2 fan2 of2 facebook2 or2 zukerbeg2 , but2 I2 thought2 the2 movie2 was2 well2 done2 . I1 dont2 remember2 that2 part2 specifically2"
Aapko1 kya1 task2 sopa2 gaya1 tha1 ?,"what2 , a2 the2 of2",What2 were2 you2 tasked2 with2 ?
"mein1 maantha1 hoon1 .. us1 cheating2 portion2 is2 movie2 mein1 jo2 skeptical2 hein2 , lekin1 kids2 film2 ke1 liye1 tho1 bilkul1 coincide2 nahi1 huva1 ... is1 saal1 ke1 bachon1 ko1 kya1 sikhane1 chathe1 yeh1 tho1 pura1 negative2 reinforces2 hein2 us2 monsters2 ka2 action1 ka1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . , . , . , . <unk> . . . . . . . .","I2 agree2 . I2 was2 skeptical2 about2 the2 cheating2 portion2 of2 the2 movie2 as2 that2 doesn't2 coincide2 with2 a2 kids2 film2 and2 what2 you'd2 want2 to2 teach2 the2 kids2 at2 this2 age2 level2 but2 they2 do2 bring2 in2 negative2 reinforcers2 for2 the2 monster's2 actions2 ,."
unhonne1 wwii1 ke1 dauraan1 british1 sarakaar1 ke1 lie1 jarman2 intelijens2 kod2 ko1 dikript1 kiya1 .,"i2 , , it2 the2 , . . . . . . . .",He2 decrypted2 German2 Intelligence2 codes2 for2 the2 British2 government2 during2 WWII2 .
han1 iski1 3d2 enimated2 vasatv2 mein1 accha1 hai1,"i2 , , it2 . . .","yeah2 , its2 also2 3D2 animated2 , the2 visual2 are2 really2 good2"
Main1 bet1 lga2 skta2 huin1 ki1 tum1 sahi1 ho1 .,"i2 , , it2 the2 . . . .",I2 bet2 you2 are2 right2 .
"Maine1 Keira2 Knightley2 ke1 bare1 mein1 suna1 hai1 , Mujhe1 Disney2 Pirate2 ke1 moves2 Jack2 Sparrow2 ke2 ssath1 ache1 lage1 . Woh1 sare1 movies2 me1 play1 ki1 . Acchi1 actress2 . Mujhe1 surpise1 hai1 ki1 tumne1 uske1 bare1 mein1 suna1 nahi1 .","i2 , , it2 the2 , . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","I2 have2 heard2 of2 Keira2 Knightley2 , I2 liked2 the2 Disney2 Pirate2 moves2 with2 Jack2 Sparrow2 . She2 played2 in2 all2 the2 movies2 . Good2 actress2 . I2 am2 surprised2 you2 have2 not2 heard2 of2 her2 ."
mujhe1 lagta1 hai1 tumhe1 tab1 accha1 lagega1,"i2 , , it2 . . .",I2 think2 you2 would2 like2 it2 then2 .
vah1 holeevud1 hai1,i2 .,that2 is2 hollywood1
main1 un1 cheejon1 ka1 aanand1 leta1 hoon1 jahaan1 mujhe1 sochana1 hai1 . ya1 ki1 ajeeb1 saajish1 mod1 hai1 . memento1 kee1 tarah1 . ya1 poorvaabhaas1 . jahaan1 aap1 bahut1 ant1 tak1 sab1 kuchh1 nahin1 samajhate1 hain1 .,"i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . the2 . . . . . . . . . . . . . . . . . . .",I2 enjoy2 things2 where2 I2 have2 to2 think2 . Or2 that2 have2 strange2 plot2 twists2 . Like2 Memento2 . Or2 Predestination2 . Where2 you2 don't2 understand2 everything2 until2 the2 very2 end2 .
aapko1 kya1 lagtha1 hein1 ki1 voh1 God1 se1 kya1 sikha1 hoga1 ?,what2 you2 you2 the2 of2 the2 the2 the2 ?,What2 do2 you2 think2 he2 learned2 the2 most2 about2 being2 God2 for2 the2 week2 ?
is2 movie2 mein1 He1 killed2 it2,"i2 , . it2",He2 killed2 it2 with2 this2 one2
age1 bado1 aur1 mere1 bete1 ko1 abide1 karo1,"i2 , . the2 .",Go1 forth2 and2 Abide2 my2 son2 .
Wo1 itni1 lambi1 nahi1 hai1 106 minutes2 ki1 hai1 .,"i2 , , it2 . <unk> . .","It's2 not2 long2 though2 . 106 minutes2 ,"
good2 he2,i2 .,Nice2
mein1 maantha1 hoon1 . do2 individuals2 agar2 usse2 adopt2 nahi2 karthe1 tho1 uska1 life1 tho1 hamesha1 ke1 liye1 change1 hota1 /,"i2 , it2 the2 the2 , , , , , the2 , the2 . . . . . . . .",I2 agree2 . The2 two2 individuals2 that2 adopted2 him2 changed2 his2 life2 forever1
HI1,bruce2 .,hi1
"haan1 , voh1 ache1 play1 kiya1 hein1 ,","i2 , , it2 the2 . . . .",Yes1 but2 he2 played2 it2 well2 and2 was2 able2 to2 pull2 it2 off2 .
hey1 ! kya1 The2 social2 network2 dekha1 ?,what2 you2 the2 the2 of2,Hey1 ! Have2 you2 ever2 seen2 The2 Social2 Network2 ?
ye1 movie1 aap1 ka1 opinion2 kya1 hi1 ?,what2 you2 you2 the2 of2 the2 ?,what2 was2 your2 opinion2 on2 the2 movie2 ?
Wo1 end2 fight2 scene2 definitely2 . Wo1 use1 maar1 sakta1 tha1 .,"i2 , it2 the2 the2 , . the2 . . . . .",The2 end2 fight2 scene2 definitely2 was2 . He2 could2 have2 killed2 him2 .
"mene2 believe1 karti1 hu1 , mene1 eeki1 aadmi1 hi1 ee2 movie1 kho1 nahi1 dekha1 hi1 !","i2 , . the2 the2 , , , the2 the2 . . . . . . .",I2 believe2 I2 am1 the2 only2 person2 who2 has2 not2 seen2 this2 movie2 !
muje1 lgta1 hai1 ye1 dusri1 hai1,"i2 , . it2 . . .",I2 think2 this2 is2 the2 second2 one2
kyon1 voh1 lead2 character2 gay2 hein1 kya1 ?,"what2 , a2 the2 of2 the2 .",Is1 it2 because2 the2 lead2 character2 is2 gay2 ?
"han1 mujhe1 bhi1 disagree2 hua2 is2 characterization2 se2 , lekin1 main1 samajh1 sakta1 hun1 kisine1 aisa1 kyun1 kaha1 hoga1","i2 , it2 the2 the2 , , , , , the2 the2 . . . . . . . .","yeah1 , i2 disagreed2 with2 that2 characterization2 , but2 i2 can2 see2 why2 someone2 might2 say2 that2 ."
hello1,yeses2 can2,Hello1 ?
"honestly2 , muje2 dumb1 lagtha1 , kuch1 dekhai1 nahi1 detha1","i2 , , it2 the2 , . . . . .","Honestly2 it2 seems2 dumb2 , orobably2 why2 I2 did2 not2 see2 it2"
yeh1 tho1 sach1 mein1 cruel2 thing2 hein1 mike1 keliye1,"i2 , , it2 the2 . . . .",It2 was2 really2 a2 cruel2 thing2 for2 him2 to2 do2 to1 MIke1
Kahani1 ka2 plot1 kya1 hai1,"i2 , .",what2 is2 the2 story2 plot2
scene1 1 bahut1 he1 majakiya1 hai1,"i2 , . .",Scene2 1 is2 hilarious2
kya1,what2 you2,?
"Paragraphs2 me2 diye1 hua1 jaankaari1 bahut1 kam1 hai1 baat1 karne1 ke1 liye1 , isse1 kahi1 jyaada1 aasaan1 hai1 is1 movie1 ke1 baare1 me1 apne1 experience2 pe1 bolna1 .","i2 , , it2 the2 , . . . the2 . . . . . . . . . . . .","The2 paragraphs2 give2 you2 limited2 information2 to2 talk2 about2 , it's2 much2 easier2 to2 speak2 of2 personal2 experiences2 with2 this2 movie2 ."
aap1 movie1 dekha1 hai1 ?,"what2 , a2",Have2 you2 seen2 this2 movie2 ?
aapakee1 siphaarish1 ke1 lie1 bahut1 bahut1 dhanyavaad1 !,"it2 , a2 the2 .",Thanks2 so2 much2 for2 your2 recommendation2 !
Haan1 main1 kabhi1 ratings1 ko1 trust1 nahi1 karta1 . Hum1 sab1 k2 different2 tastes2 hai1 . Sab1 subjective2 hai1 .,"i2 , it2 the2 the2 , , , , the2 , . the2 . . . . . . .",Yeah1 I2 never2 really2 trust2 ratings2 . We2 all2 have2 different2 tastes2 . It's2 all2 subjective2
asal1 mein1 tho1 superman2 nahi1 martha1 voh1 batman1 ke1 role1 ko1 hibernated2 kiya1,"i2 , , it2 the2 , . . . . .",Like2 how2 superman2 didnt2 really2 die2 he2 just2 hibernated2 til2 he2 found2 out2 a2 way2 to2 smooth2 it2 over2 with2 batman2
"Ye1 Sulley1 ke1 character2 se1 alag1 lga1 , par1 mujhe1 lagta1 hai1 unhe1 ek1 aakhiri2 conflict2 ka2 source2 chahiye1 tha1 un1 dono1 ke1 beech2 plot2 ko1 chalate1 rehne1 ke1 liye1 .","i2 , , it2 the2 , , , , the2 , . the2 . . . . . . . . . . . . . . . . .","It2 seemed2 a2 little2 out2 of2 character2 for2 Sulley2 , but2 I2 guess2 they2 had2 to2 have2 some2 final2 source2 of2 conflict2 between2 the2 two2 to2 keep2 the2 plot2 moving2 ."
han1,bruce2 .,yeah1
"acha1 , john2 goodman's2 bhi1 hein1 aur1 muje1 tho2 surprised2 ke2 tara1 laga1 jab1 steven2 buscemi2 aaye1 thi1","i2 , it2 the2 the2 , , , , , the2 , the2 . . . . . .",Oh1 John2 Goodman2 ‘ s2 in2 this2 too2 and2 kind2 of2 suprised2 Steven2 buscemi2 is2 in2 this2
"yah1 ek1 achi1 film1 thi1 , mai2 surprised2 hu1 itne1 jayada1 suspense2 the1 jabki1 mai1 sare2 fact2 janta2 ta1","i2 , it2 the2 the2 , , , , , the2 , the2 . the2 . . . . .","I2 think2 it2 was2 filmed2 well2 , and2 I2 was2 surprised2 how2 much2 suspense2 built2 even2 though2 I2 already2 knew2 the2 basic2 facts2 ."
Bilkul1 .,i2 .,Of2 course2
Woh1 ek1 akankshi2 actress2 ki1 role1 nibha1 rahi1 hai1 . Dono1 apne1 apne1 sapnon1 do1 sach1 karne1 mein1 lagte1 hai1 .,"i2 , , it2 the2 , . , , the2 . the2 . . . . . . .",She2 is2 a2 aspiting2 actress2 in2 this2 film2 . They2 are2 both2 pursuing2 their2 dreams2 .
haan1 ..,i2 .,Yes1 ..
Nehi1 main1 nehi1 janta1 tha1 .,"i2 , . it2 .",no1 I2 did2 not2 know2 that2
han1 ye1 Angelina2 Jolie2 ko1 star1 karti1 hai1,"i2 , . it2 .",yes1 it2 stars2 Angelina2 Joile1
Oh1 ye1 to1 bohot1 aachi1 cast1 hai1 ? Henry2 cavill2 ne1 superman1 ka1 kirdaar1 nibhaya1 tha1 na1 latest2 superman2 film2 me1 ?,"it2 , is2 the2 a2 , <unk> the2 , the2 the2 . the2 . <unk> . .","Oh1 , that2 is2 a2 great2 cast2 ? Henry2 Cavill2 played2 Superman2 in2 the2 latest2 Superman2 film2 right2 ?"
I2 hope2 wo1 as2 Zuckerberg2 typecast2 nahi1 ho1 raha1,"i2 , , it2 the2 . . . . .",I2 hope2 he's2 not2 being2 typecast2 as2 Zuckerberg2
oh1,i2 .,"oh1 ,"
Jo1 uske1 liye1 hona1 tha1 usko1 mil1 jata1 hai1 . But1 brucse1 uska1 murder1 nahi1 karta1 to1 main1 sochta1 hu1 wo1 uski1 badla1 leni1 ki1 chahat1 rah1 jaati1 hai1 .,"i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . the2 . . . . . . . . . . . . .",he2 got2 whats2 coming2 to2 him2 . but2 bruce2 dosent2 get2 to2 murder2 him2 so2 i2 think2 that2 leaves2 him2 wanting2 revenge2
namaste1,bruce2 can2,HI1
Ye1 action1 hai1 ki1 drama1 hai1,"i2 , .",is2 it2 action2 or2 drama2
