Batman2 vs2 Superman2 	batman2 vs2 superman2 
Yes1 , at2 the2 end2 of2 the2 movie2 , the2 Allies2 win2 the2 war2 and2 the2 boss2 makes2 the2 cryptographers2 promise2 to2 never2 see2 each2 other2 again2 and2 they2 destroy2 all2 the2 code2 . Also2 , Turing2 tells2 Clarke2 ( Knightley2 ) to2 leave2 because2 he2 is2 scared2 for2 her2 safety2 . He2 tells2 her2 he2 is2 gay2 and2 that2 he2 never2 cared2 for2 her2 , which2 wasn't2 true2 because2 he2 was2 in2 love2 with2 her2 . 	haan1 , philm1 ke1 ant1 mein1 , mitr1 raashtr1 yuddh1 jeetata1 hai1 aur1 bos1 kriptograaphars1 ko1 ek1 doosare1 ko1 phir1 kabhee1 nahin1 dekhane1 ka1 vaada1 karata1 hai1 aur1 ve1 sabhee1 kod1 ko1 nasht1 kar1 dete1 hain1 . isake1 alaava1 , tyooring2 klaark2 ( naitalee1 ) ko1 chhodane1 ke1 lie1 kahata1 hai1 kyonki1 vah1 usakee1 suraksha1 ke1 lie1 darata1 hai1 . vah1 usase1 kahata1 hai1 ki1 vah1 samalaingik1 hai1 aur1 usane1 kabhee1 usakee1 paravaah1 nahin1 kee1 , jo1 sach1 nahin1 tha1 kyonki1 vah1 usake1 saath1 pyaar1 mein1 thee1 . 
It2 got2 a2 pretty2 good2 score2 on2 Rotten2 Tomatoes2 . 	roten1 tomaatoz1 par1 ise1 bahut1 achchha1 skor1 mila1 . 
What's2 the2 rotten2 tomatoes2 score2 ? 	sada1 hua1 tamaatar2 skor2 kya1 hai1 ? 
Rotten2 Tomatoes2 is2 91%, CinemaScore2 is2 A2 +, and2 Metacritic2 Score2 is2 a2 bit2 low2 at2 73/100. 	roten1 tomaatoz1 91% hai1 , sinemaaskor1 e1 + hai1 , aur1 metaakritik1 skor2 73/100 par1 thoda1 kam1 hai1 . 
Hmm1 , not1 bad1 at2 all2 , does2 it2 say2 when2 it2 was2 released2 ? 	hamm1 , bilkul1 bhee1 bura1 nahin1 hai1 , yah1 kahata1 hai1 ki1 yah1 kab1 jaaree1 kiya1 gaya1 tha1 ? 
I2 think2 that2 about2 does2 it2 for2 this2 movie2 , do2 you2 think2 you'll2 see2 it2 ? 	mujhe1 lagata1 hai1 ki1 is1 philm1 ke1 baare1 mein1 kya1 aapako1 lagata1 hai1 ki1 aap1 ise1 dekhenge1 ? 
in2 2014 	2014 mein1 
It2 sounds2 really2 good2 , more2 likely2 than2 not1 , I2 will2 ; how2 about2 you2 ? 	yah1 vaastav1 mein1 achchha1 lagata1 hai1 , adhik1 sambhaavana1 nahin1 hai1 , main1 karoonga1 ; aap1 kaise1 hain1 ? 
I2 didn't2 realize2 I2 had2 already2 seen2 it2 until2 I2 started2 reading2 this2 . I2 remember2 it2 was2 really2 good2 . If2 a2 movie2 isn't2 good2 I2 usually2 don't2 recall2 it2 this2 clearly2 . 	I2 didn't2 realize2 I2 had2 already2 seen2 it2 until2 I2 started2 reading2 this2 . I2 remember2 it2 was2 really2 good2 . If2 a2 movie2 isn't2 good2 I2 usually2 don't2 recall2 it2 this2 clearly2 . 
It2 was2 definitely2 a2 good2 look2 into2 what2 life2 was2 like2 during2 that2 horrible2 war2 . It's2 been2 good2 chatting2 with1 you1 , I2 enjoyed2 . 	us1 bhayaanak1 yuddh1 ke1 dauraan1 jeevan1 kaisa1 tha1 , yah1 nishchit1 roop1 se1 achchha1 tha1 . yah1 aapake1 saath1 achchhee1 chaiting1 hai1 , mujhe1 maza1 aaya1 . 
Lol2 , likewise2 , I'm2 pretty2 sure2 we2 just1 do1 the2 exit2 survey2 at2 this2 point2 and2 tell2 them2 whether2 we2 want2 to2 see2 the2 movie2 , right2 ? 	yogy1 , isee1 tarah1 , mujhe1 poora1 yakeen1 hai1 ki1 ham1 sirph1 is1 bindu1 par1 baahar1 nikalane1 ka1 sarvekshan1 karenge1 aur1 unhen1 bataenge1 ki1 kya1 ham1 philm1 dekhana1 chaahate1 hain1 , hai1 na1 ? 
Hi1 are1 you1 ready2 to2 get2 started2 ? This2 is2 a2 batman2 vs2 superman2 superhero2 crossover2 movie2 . Are1 you2 familiar2 with2 those2 superheroes2 ? 	Hi1 kya1 tum1 shuru1 krne1 ke1 liye1 tyaar1 ho1 ? Yeh1 batman2 vs2 superman2 ek1 superhero2 crossover2 movie2 hai1 . Kya1 tum1 inn1 superheroes2 ko1 jante1 ho1 ? 
We1 are2 here2 to2 discuss2 Batman2 vs2 . Superman2 : Dawn2 of2 Justice2 	Hum1 yahan1 Batman2 vs2 . Superman2 : Dawn2 of2 Justice2 ko2 discuss1 karenge1 
Yes1 i1 am2 familar2 with2 the2 characters2 but2 some2 of2 the2 actors2 i2 have2 never2 heard2 of2 	Han1 mujhe1 inn1 cahracters2 ke1 baare1 mein1 pta1 hai1 but1 kuch1 actors2 ke1 baare1 mein1 maine1 kabhi1 sunna1 nhi1 
I2 think2 it2 sounds2 like2 an2 amazing2 movie2 . I1 love2 superheroes2 . I2 think2 some2 of2 the2 critics2 are2 too1 harsh2 . It2 was2 a2 good2 plot2 line2 . I2 am2 familiar2 with2 Ben2 Affleck2 but2 none2 of2 the2 others2 . 	Mujhe1 lagta1 hai1 ki1 yeh1 ek1 bahut1 achhi1 movie1 hai1 . Mujhe1 superheroes2 bahut1 pasand1 hai1 . Yeh1 achhi1 plot2 line2 thi1 . Main1 Ban2 Affleck2 ke1 baare1 mein1 jaanta1 huin1 but1 bake1 kisi1 ke1 baare1 mein1 nhi1 . 
I2 wish2 they2 would2 have2 used2 more2 famous2 people2 . 	Kaash1 unhone1 zyada1 famous1 logo1 ko1 liya1 hota1 . 
I2 would2 agree2 though2 that2 it2 was2 not2 as2 good2 as2 man2 of2 steel2 . The2 plot2 line2 of2 that2 was2 amazing2 ! 	Main1 sehmat1 huin1 jabki1 woh1 man1 of2 steel2 jitni1 achhi1 nhi1 hai1 . Uski1 plot2 line2 bahut1 badiya1 thi1 ! 
Ben2 Affleck2 is2 the2 only2 actor2 I2 recognize2 great2 plot2 very2 harsh2 critcs2 	Ben2 Affleck2 hi1 sirf1 ek1 aisa1 actor1 hai1 jise1 main1 pehnchanta1 huin1 achha1 plot1 bhut1 harsh2 critics2 
I2 agree2 . I2 didn't2 completely2 understand2 why2 Batman2 and2 Superman2 fought2 though2 . 	I2 agree1 , mujhe1 theek1 se1 samajh1 nahi1 aaya1 ki1 Batman2 and2 Superman1 kyun1 lad1 rahe1 the1 
Rotten2 Tomatoes2 list2 it2 as2 27 % and2 average2 with2 a2 4.9 out2 of2 10. The2 critcs2 must2 be2 weird2 . Yeah1 i2 couldnt2 figure2 out2 the2 fight2 but2 think2 it2 was2 because2 superman2 accidentally2 killed2 bruce2 waynes2 dad2 	Rotten2 Tomatoes2 par2 27% hai1 and2 average2 4.9 hai1 10 mein1 se1 . Critics2 bahut1 ajeeb1 hain1 . Mujhe1 fight1 samajh1 nahi1 aayi1 par1 mujhe1 lagta1 hai1 ki1 Superman1 ne1 galti1 se1 Bruce2 Wayne2 ke1 Dad1 ko1 maar1 diya1 tha1 . 
I2 thought2 it2 was2 worth2 a2 meteoritic2 score2 more2 than2 44. That2 seemed2 low2 ! That2 makes2 sense2 . I2 would2 be2 mad2 if2 someone2 tried2 to2 kill2 one2 of2 my2 family2 members2 . 	Mujhe1 laga1 ki1 movie1 ka1 Meteoritic2 score2 44 se1 jyada1 hai1 . Yeh1 toh1 kam1 hai1 ! Par1 sense2 karta1 hai1 . Mujhe1 bhi1 bahut1 gussa1 ayega1 agar1 kisi1 ne1 mere2 family2 waalon1 ko1 maar1 diya1 . 
hello1 ? 	Haan1 ?! 
Yeah1 me1 to2 it2 did2 also2 have2 a2 unique2 spin2 on2 character2 of2 Lex2 Luthor2 who2 just2 seems2 to2 go2 doown2 hill2 the2 whole2 movie2 . I2 like2 how2 the2 critic2 talked2 about2 Lex2 ( who2 is2 supermans2 arch2 enemy2 ) because2 he2 compared2 him2 to2 the2 joker2 and2 riddler2 ( who2 are2 batmans2 arch2 enemies2 	Haan1 mujhe1 bhi1 , saath1 mein1 Lex2 ke1 character1 ka2 unique2 spin2 hai1 aur1 voh1 bus1 spiral2 down2 karta1 hai1 poori1 movie2 mein1 . Joh1 critics2 ne2 Lex2 ( joh1 Superman1 ka1 arch2 enemy2 hai1 ) ke1 baare1 mein1 bola1 , voh1 mujhe1 accha1 laga1 , kyunki1 unhone1 Lex1 ko1 Joker1 and2 Riddler2 ke1 saath1 compare1 kiya1 . 
Then2 he2 tops2 off2 the2 crazy2 part2 by2 comparing2 him2 to2 Mark2 Zuckerburg2 . 	Aur1 fir1 voh1 pagalon1 jaise1 usko1 Mark2 Zuckerburg2 se2 compare2 karne1 laga1 . 
Ohh1 . I2 liked2 that2 too2 . I2 like2 how2 they2 always2 try2 to2 biring2 in2 the2 government2 official2 s2 	Ohh1 , voh1 mujhe1 bhi1 accha1 laga1 . Mujhe1 accha1 laga1 ki1 they2 always2 bring2 in2 government2 officials2 . 
Yeah1 im2 still2 here2 just2 slow2 typer2 	Yeah1 , meri1 typing2 slow2 hai1 , I'm2 still2 here2 . 
Do1 you2 like2 batman2 or2 superman2 better2 in2 the2 movie2 ? 	Tujhe1 jyada1 accha1 kaun1 laga1 , Batman2 or2 Superman2 iss1 movie2 mein1 ? 
Actually2 superman2 	Actually2 Superman2 . 
How2 bout2 u1 	tumhare1 regarding1 kya1 vichar1 he1 
I2 grew2 up2 watching2 the2 justice2 league2 cartoons2 in2 thelate2 70s2 and2 early2 80s2 in2 which2 alll1 the2 superheros2 worked2 together2 . 	70 aur1 early2 90s2 Me2 , me1 Cartoon1 JUstice2 League2 dekhte1 hue1 grew2 up2 hua1 jisame1 all1 super2 hero1 milkar1 work1 karte1 he1 . 
I1 love1 batman2 	mujhe1 batman1 se1 love2 he2 
He2 is2 so2 mysterious2 	vo1 bahut1 mysterious2 he2 
Sorta2 ironic2 that2 they2 become2 enemies2 	ye1 bada1 ironic2 he1 ki1 ve2 enemies2 ban2 jate1 he1 
Yes1 he2 is2 very2 mysterious2 	ha1 vo1 bada1 mysterious2 he2 
It2 is2 . Its1 not2 what2 I2 expected2 at2 all2 	it2 is2 . ye1 to1 mene1 bilkul1 bhi1 expect2 nahi1 kiya1 tha1 
I2 expected2 more2 like2 the2 avengers2 where2 a2 bunch2 of2 heroes2 work2 together2 	iske1 bajay1 , me1 to2 Avenger2 ki2 try2 expect2 kar1 raha1 tha1 where2 heroes2 ka2 bunch2 together2 work2 karta1 he1 . 
I2 don't2 really2 like2 that2 they2 are2 enimies2 	mujhe1 unka1 ememies2 hona2 really1 pasand1 nahi1 aaya1 . 
Especially2 to2 the2 point2 where2 batman2 was2 going2 to2 kill2 superman2 	Especially2 us2 point2 par1 jahan1 Batman2 , Superman1 ko1 kill1 karne1 ja1 raha1 tha1 . 
Me2 either2 but2 superman2 pretty2 much2 started2 it2 the2 article2 says2 clark2 kent2 was2 trying2 to2 make1 bruce1 wayne2 and2 batman2 look1 bad2 thru2 his2 news2 articles2 	mujhe1 bhi1 par1 pretty2 much2 superman2 ne1 ye1 start1 kiya1 article2 kehta1 hai1 clark2 kent1 apne1 news2 articles2 se2 bruce1 wayne1 aur1 batman1 ko1 bad1 dikhane1 ki1 try1 kar1 raha1 tha1 
You1 know2 though2 to2 be2 honest2 if2 you2 look2 at2 the2 way2 the2 world2 is2 today2 so2 full2 of2 bad2 it2 makesperfect2 sense2 in2 a2 world2 view2 to2 have2 them2 as2 enemies2 . 	kya1 tum1 jante1 ho1 to1 be2 honest2 agar1 tum1 dekho1 world1 ajkal1 kis1 way1 ka1 hai1 full1 of2 bad2 to2 world2 view2 mein1 unhe2 enemies2 ki2 tarah1 hona1 perfect2 sense2 banata1 hai1 
I2 guess2 so2 . They2 do2 have2 polar2 opposite2 personalities2 . One2 is2 a2 humble2 farm2 boy2 and2 the2 other2 is2 a2 rich2 executive2 	Main1 aisa1 hi1 guess1 karta1 hun1 . Un1 dono1 ki1 polar2 opposite2 personalities2 hain2 . Ek2 humble2 farmboy2 hau2 aur1 dusra1 rich2 executive2 hai2 . 
I2 could2 see2 why2 they2 clash2 in2 that2 aspect2 , but2 I2 guess2 I2 don't2 imagine2 them2 interacting2 very2 much2 in2 superhero2 world2 . 	Main1 samajh1 sakta1 hun1 us1 aspect2 mein1 unhone1 kyun1 clash1 kiya1 , par1 I1 guess2 main1 unhe1 superhero2 world2 mein1 zaya1 interact2 karte1 nahi1 dekhta1 . 
It2 says2 in2 the2 3rd2 part2 that2 at2 supermans2 funeral2 that2 bruce2 way1 e2 apol9gizes2 to2 lois2 lane2 saying2 that2 he2 failed2 superman2 	ye2 3rd2 part2 mein1 kehte1 hai1 ki1 superman1 ke1 funera2 mein2 bruce2 wayne2 apologise2 karta1 hai1 lois2 lane1 ko1 ki1 he2 failed2 superman2 
DUUHHHH1 well2 yeah1 he2 failed2 him2 if2 he2 killed2 him2 lol2 	DUUHHHH1 well2 haan1 agar1 usne1 usey1 maar1 diya1 to1 he2 failed2 him2 
I2 would2 feel2 like2 if2 I2 failed2 someone2 if2 I2 let2 them2 die2 too1 . Haha1 . I2 like2 the2 mysterious2 dirt2 levitating2 though2 	mujhe1 bhi1 lagega1 ki1 I1 failed2 someone2 agar1 main1 unhe1 marne1 de1 dun1 . Haha1 . Mujhe1 mysterious2 dirt2 levitating2 kafi2 acha1 laga1 . 
Haha1 	haha1 
Thats2 what2 I2 was2 thinking2 	main1 bhi1 yahi1 soch1 raha1 tha1 
Little2 humor2 there2 	yaha1 thoda1 humor1 hai1 
Have1 u1 seen2 this2 movie2 	aap1 is1 movie1 ko1 dekha1 
No2 have2 you2 ? is2 that2 the2 end2 ? 	nahi1 yar1 .. aap1 ? aur1 end1 kya1 hein1 ? 
I2 can't2 tell2 	mein1 batha1 nahi1 sakthi1 
Oh1 yeah1 . It2 is2 . 	acha1 .. 
I2 wonder2 if2 there2 will2 be2 a2 sequel2 	agar1 voh1 sequel2 hota1 
Yes2 watched2 it2 3 times2 its2 a2 tearjerker2 for2 me2 when2 superman2 dies2 	haan1 , mein1 tho1 3 baar1 dekh1 chuka1 hoon1 , voh1 tearjerker2 tha2 mere1 liye1 jab1 superman1 ka1 moth1 huva1 
I2 feel2 like2 good2 superhero2 movies2 need2 sequels2 	muje1 tho1 superhero2 movies2 mein2 sequels2 pasand2 hein1 
I1 dunno2 could2 be2 a2 sequel2 	sequel2 tho1 muje1 patha1 bhi1 nahi1 
Like2 how2 superman2 didnt2 really2 die2 he2 just2 hibernated2 til2 he2 found2 out2 a2 way2 to2 smooth2 it2 over2 with2 batman2 	asal1 mein1 tho1 superman2 nahi1 martha1 voh1 batman1 ke1 role1 ko1 hibernated2 kiya1 
hello1 	hello1 
Hi1 	hi1 
I2 can2 ’ t2 seem2 to2 see2 what2 the2 movie2 is2 	Mujhe1 ye1 movie1 kya1 hai1 dikh1 nahi1 rahi1 
I2 can2 . Its2 a2 teen2 comedy2 with2 Lindsay2 Lohan2 called2 " Mean2 Girls2 " 	Main1 dekh1 sakta1 hu1 . Ye1 Lindsay2 Lohan2 wali1 teen2 comedy2 hai1 jiska1 naam1 hai1 " Mean1 Girls2 " 
Got1 good2 reviews2 on2 rotten2 tomatoes2 but2 a2 poor2 score2 on2 Metacritic2 	Rotten2 Tomatoes2 pe2 to1 acche2 review2 hai2 but2 Metacritic2 pe1 bekaar1 score1 hai1 
Genre2 not2 really2 my2 cup2 of2 tea2 . 	Ye1 Genre1 mujhe1 khas1 pasand1 nahi1 . 
you2 there2 ? 	tum1 vaha1 ho1 ? 
hello1 hello1 hello1 is2 anybody2 out2 there2 ? 	namaste1 namaste1 namaste1 kya1 bahar1 koi1 hai1 ? 
im2 aborting2 conversation2 in2 5 minutes2 	mei1 iish1 charcha1 ko1 5 minut2 mei2 chood1 kar1 ja1 rahi1 hui1 
3 min1 	3 minut2 
aborting2 	Nirasat1 karna1 
Hello2 ! Isn't2 Monsters2 University2 a2 great2 movie2 ? It2 was2 true2 to2 the2 spirit2 of2 Monsters2 , Inc2 . and2 matched2 its2 tone2 . 	namste2 , monster2 university2 ek1 badia1 movie1 lagti1 hai1 na1 ? monster2 ki1 aatam1 aur1 soch1 se1 bilkul1 meel1 khati1 hai1 
I2 agree2 . It2 was2 a2 good2 movie2 	main1 sehmat1 hoon1 , vo1 ik1 achi2 movie2 thi1 . 
What2 was2 your2 favorite2 part2 ? 	kaun1 sa1 part1 tumhe1 acha1 lagga1 ? 
I2 liked2 when2 Mike2 and2 Sully2 didn't2 finish2 the2 program2 and2 worked2 their2 way2 up2 the2 ranks2 anyways2 . 	muje1 acha1 lagga1 jab1 mike1 aur1 ully1 ne1 program1 khatam1 nahi1 kiya1 aur1 phir1 bhi1 mehnat1 se1 tarraki1 ki1 
Me1 too1 ! It1 was2 very2 inspiring2 and2 showed2 that2 you2 can2 accomplish2 your2 dreams2 many2 ways2 . I2 liked2 how2 the2 movie2 expanded2 on2 the2 monster2 world2 . 	meje1 bhi1 veh1 ik1 parerna1 thi1 aur1 darshata1 tha1 ki1 tum1 apne1 khawab1 pure1 kar1 sakte1 ho1 , jaisa1 movie1 ne1 batae2 monster2 world2 main1 muje1 vo1 acha1 lagga1 
Yes1 . The2 first2 movie2 only2 gave2 one2 facet2 of2 the2 world2 , while2 the2 second2 developed2 the2 setting2 to2 a2 much2 larger2 degree2 . 	haan1 . pehli1 movie1 main2 sirk1 ik1 hissa1 dikha1 tha1 tha1 us1 duniya1 ka1 jab1 ki1 dusri1 ne1 sathapna1 kaafi1 had1 tak1 kar1 di1 
When2 I2 heard2 they2 were2 making2 another2 Monsters2 Inc2 movie2 I2 expected2 a2 sequel2 , not2 a2 prequel2 . But1 I2 ended2 up2 loving2 it1 ! Did1 you1 see2 it2 in2 theatres2 ? 	jab1 maine1 sunna1 k1 vo1 ik1 aur1 monsters2 inc2 move2 bana1 rahe1 hai1 mainse1 uska1 agla1 hissa1 samja1 jab1 ki1 vi1 usse1 peche1 ki1 kahani1 hai1 . par1 muje1 acha1 lagga1 . kya1 tumne1 theater1 main1 dekhi1 thi1 . 
I2 don't2 think2 we2 saw2 it2 in2 the2 theatre2 . I2 think2 we2 rented2 it2 . It's2 been2 a2 while2 though2 . I2 should2 show2 it2 to2 my2 kids2 . They2 would2 probably2 like2 it2 . 	muje1 nahi1 lagta1 humne1 theater1 main1 dekhi1 thi1 . shayad1 hume1 kiraye1 pe1 li1 thi1 . kaafi1 samma1 ho1 gaya1 . main1 ajarur1 apne1 bachon1 ko1 dikhaunga1 
I2 bet2 they2 would2 ! I2 don't2 have2 kids2 but2 my2 coworkers2 do2 . I1 love2 Disney2 / Pixar2 movies2 so2 I2 recommend2 them2 to2 my2 coworkers2 a2 lot2 . 	main1 sharat1 lagata1 hun1 k1 vo1 ! mere1 koi1 bache1 nahi1 hai1 par1 sath1 kam1 karne1 vaale1 hain1 muje1 disney1 / pixer2 movie2 pasand1 hai1 isiliye1 main1 apne1 sath1 karne1 valon1 ko1 batata1 hun1 . 
I2 really2 enjoy2 Randy2 Newman's2 music2 on2 this2 , the2 Toy2 Story2 movies2 , and2 Finding2 Nemo2 / Dory2 . 	muje1 randy2 newman's2 ka2 sangeet1 uspe1 acha1 lagga2 toy2 stories2 aur2 finding2 nemo2 / dory2 
Me1 too1 ! I1 think2 the2 Toy2 Story2 movies2 might2 be2 my2 favorite2 Pixar2 movies2 . Did1 you2 hear2 that2 they're2 building2 a2 Toy2 Story2 Land2 in2 Walt2 Disney2 World2 this2 summer2 ? 	Mujhe1 bhi1 ! I1 think2 Toy2 story2 movies2 meri1 favorite2 Pixar2 movie2 hogi1 . Kya1 tumne1 suna1 wo1 Toy1 story2 Land2 bana1 rahe1 hain1 Walt2 Disney2 World2 mein1 this2 summer2 ? 
I2 did2 hear2 that2 . It2 sounds2 pretty2 interesting2 . 	Haan1 maine1 suna1 hai1 . Bahut1 interesting2 hoga1 . 
I'm2 going2 to2 WDW2 in2 the2 fall2 so2 I'm2 excited2 to2 see2 how2 the2 park2 is2 . Have2 you2 ever2 been2 ? Or1 to2 Disneyland2 ? 	MAin1 fall2 season1 mein2 WDW2 jaa1 raha1 hoon1 isliye1 excited1 hoon1 park1 dekhne1 ke1 liye1 . Kya1 tum1 kbhi1 gaye1 ho1 ? Ya1 Disneyland1 gaye1 ho1 ? 
I've2 been2 to2 WDW2 a2 few2 times2 . Never2 to2 Disneyland2 though2 . California2 is2 pretty2 far2 away2 from2 me1 . We2 went2 camping2 at2 WDW2 last2 year2 though2 . It2 was2 great2 . 	Main2 WDW1 ek-aadh1 baar1 gaya1 hoon1 . Disneyland1 nahee1 gaya1 kabhi1 . California2 bahoot2 door1 hai1 . Humlog1 WDW1 mein1 camping1 gaye1 the1 pichhle1 saal1 . 
That's2 what2 I'm2 doing2 in2 the2 fall2 ! I'm2 really2 looking2 forward2 to2 camping2 there2 ! 	Wahee1 to1 main1 kar1 rahaa1 hoon1 is2 fall2 mein1 ! Main1 to1 intezar1 kar1 raha1 hoon1 wahaan1 camping1 ka1 ! 
It2 was2 really2 great2 . We2 camped2 for2 four2 nights2 I2 think2 . It2 rained2 like2 crazy2 the2 first2 day2 , but2 it2 was2 still2 fun2 . 	Bahut1 maza1 aaya1 tha1 . Humlog1 four2 nights2 camp2 kiye1 the1 . First2 day1 bhayanak1 baarish1 hui1 thi1 , but1 fir1 bhi1 fun1 tha1 . 
Do1 you2 like2 Mike2 or2 Sulley2 better2 ? 	Tumhe1 Mike1 ya2 Sulley1 kaun1 better1 lagta1 hai1 ? 
Oh1 good2 question2 ! I2 think2 I2 like2 Mike2 more2 . He's2 weirdly2 optimistic2 . 	Oh1 achchhaa1 sawaal1 ! Mujhe1 lagta1 hain1 ki1 main1 Mike2 ko1 zyada1 pasand1 karta1 hoon1 . Wo2 weirdly2 optimistic2 hai2 . 
How2 about2 you2 ? 	Aur1 tumhe1 ? 
I2 like2 Mike2 because2 he's2 funnier2 . He2 had2 some2 of2 the2 best2 lines2 in2 the2 first2 movie2 . 	Mujhe1 Mike1 pasand1 kyunki1 wo1 zyada1 funny1 hai1 . First2 movie2 mein1 uski1 lines2 best2 thee1 . 
He2 is1 SO1 funny1 !! 	Wo1 kafi1 funny1 hai1 
I2 always2 liked2 John2 Goodman's2 voice2 acting2 for2 Sully2 , though2 . It's2 perfect2 for2 a2 big2 , fluffy2 monster2 	Halaki1 mujhe1 Sully1 mai1 John2 Goodman2 ki2 voice2 acting1 hamesha1 aachi1 lagi1 . Ye1 bade1 , fuffy2 monster2 ke1 liye1 perfect1 hai1 
The2 part2 at2 the2 end2 of2 the2 first2 movie2 when2 he2 burps2 out2 the2 microphone2 makes2 my2 kids2 laugh2 so2 hard2 . 	Pehli1 movie1 ke1 end1 mai1 jab1 wo1 muh1 se2 microphone2 nikalta1 hai1 , usse1 mere1 bacche1 bohot1 zor1 se1 haste1 hein1 . 
I2 agree2 . John2 Goodman2 was2 a2 great2 choice2 for2 Sulley2 . 	mai1 agree1 karta1 hun1 . John2 Goodman2 Sulley2 ke1 liye1 behtareen1 choice1 tha2 . 
Hahah1 I1 bet2 !!! 	hahah1 shart1 lagata1 hun1 ! 
I1 love1 the2 scare2 machine2 they2 had2 in2 the2 prequel2 that2 the2 students2 had2 to2 frighten2 for2 the2 contest2 . That2 was2 pretty2 neat2 	mujhe1 prequel2 mai1 wo1 darane1 wali1 machine1 pasand1 hai1 jise1 students2 ko1 darana1 tha1 contest2 ke1 liye1 . Wo1 kafi1 saaf1 tha1 . 
Yeah1 , though2 I2 was2 really2 disappointed2 with2 Sulley2 for2 cheating2 . 	han1 , halaki1 mai1 bohot1 niraash1 tha1 Sulley1 ke1 cheating1 karne1 se1 
I2 was2 too2 , that2 broke2 my2 heart1 . I2 cried2 when2 that2 happened2 ! 	mai1 bhi1 tha1 , usne1 mera1 dil1 tod1 diya1 . Mai1 roya1 jab1 wo1 hua1 ! 
It2 was2 really2 a2 cruel2 thing2 for2 him2 to2 do2 to1 MIke1 	Ye1 bohot1 cruel2 tha1 jo1 Mike1 ke1 upar1 kiya1 gya1 
It2 seemed2 a2 little2 out2 of2 character2 for2 Sulley2 , but2 I2 guess2 they2 had2 to2 have2 some2 final2 source2 of2 conflict2 between2 the2 two2 to2 keep2 the2 plot2 moving2 . 	Ye1 Sulley1 ke1 character2 se1 alag1 lga1 , par1 mujhe1 lagta1 hai1 unhe1 ek1 aakhiri2 conflict2 ka2 source2 chahiye1 tha1 un1 dono1 ke1 beech2 plot2 ko1 chalate1 rehne1 ke1 liye1 . 
I2 agree2 , it2 was2 probably2 my2 least2 favorite2 part2 of2 the2 movie2 . I2 feel2 like2 they2 could2 have2 taken2 the2 story2 in2 a2 different2 direction2 . 	MEIN1 MAANTHA1 HOON1 , YEH1 THO1 MERA1 LEAST1 FAVORITE1 PART1 HEIN1 IS1 MOVIE1 MEIN1 ... MUJE1 LAGTHA1 HEIN1 , KI1 IS1 STORY1 KO1 ALAG1 DIRECTION1 MEIN1 LEKHE1 GAYA1 HEIN1 
For2 Sully2 to2 trick2 Mike2 into2 thinking2 he2 was2 scary2 was2 just2 so2 hurtful2 ! 	SULLY1 NEI2 MIKE1 KO1 TRICK1 KAR1 RAHI1 THI1 KI1 VOH1 SCARY1 HEIN1 , JO1 BAHUT1 HURT1 FUL1 HEIN1 
I2 do2 like2 that2 they2 ended2 up2 working2 so2 hard2 to2 achieve2 their2 dreams2 though2 . That's2 a2 good2 message2 that2 Disney2 started2 doing2 with2 the2 Princess2 and2 the2 Frog2 . 	MUJE1 UNKA1 DREAM1 KO1 ACHIEVE1 KARNE1 KE1 LIYE1 UNKA1 WORK1 BAHUT1 PASAND1 HEIN1 ... DISNEY1 KA1 ACHE1 MESSAGE1 HEIN1 , VOH1 THE1 PRINCESS1 AND1 THE1 FROG2 SE1 SHURU1 KIYE1 
Me1 too1 ! I1 like2 that2 common2 thread2 between2 the2 two2 movies2 . I2 think2 it2 was2 executed2 better2 in2 this2 though2 , because2 they2 really2 did2 start2 from2 the2 very2 bottom2 of2 Monsters2 , Inch2 	MUJE1 BHI1 ! MUJE1 UNKA1 COMMON1 THREAD2 US1 MOVIES1 KE1 BETWEEN1 PASAND1 HEIN1 ... KUCH1 BETTER1 EXECUTE1 KIYE1 HEIN1 , KYON1 KI1 VOH1 MONSTERS1 KA2 BOTTOM2 SE1 SHURU1 HUVA1 
And2 it2 explains2 why2 they're2 always2 nice2 to2 the2 other2 nerdy2 janitors2 in2 the2 original2 movie2 . They2 were2 once2 in2 that2 same2 position2 . 	AUR1 VOH1 EXPLAIN1 KARTHE1 KI1 KYON1 VOH1 JANITORS1 KE1 SAATH1 ACHE1 HEIN1 IN1 ORIGINAL1 MOVIE1 MEIN1 .. SAB1 SAM1 POSITION1 MEIN1 THEY1 
Oh1 my1 gosh1 !!! I1 didn't2 even2 realize2 that2 ! I2 have2 to2 rewatch2 the2 movie2 . You're2 totally2 right2 ! 	OMG2 ! MUJE1 REALIZE1 HI1 NAHI1 HUVA1 ! MEIN1 DUBARA1 DEKHNA1 PASAND1 KARUNGI1 .. 
It2 does2 show2 a2 really2 good2 message2 for2 kids2 , to2 be2 respectful2 of2 everybody2 	KIDS1 KE1 LIYE1 THO1 ACHE1 MESSAGE1 HEIN1 , KITNA1 RESPECTFUL1 HEIN1 VOH1 SABKE1 SAATH1 
